Time [sec],P [hPa],T [°C],Hu [%],Ws [m/s],Wd [°],Ws U [m/s],Ws V [m/s],Alt [m],Lon [°],Lat [°],Dew [°C]
5703,272.4,-41.7,7,8.4,321,5.3,-6.5,10320,-105.300807,41.009436,-63.1
5704,272.9,-41.6,7,8.3,320,5.3,-6.4,10305,-105.300740,41.009380,-62.9
5705,273.5,-41.5,7,8.3,320,5.3,-6.4,10291,-105.300673,41.009324,-62.8
5706,274.1,-41.4,7,8.3,320,5.4,-6.3,10277,-105.300606,41.009269,-62.6
5707,274.7,-41.3,7,8.3,319,5.4,-6.3,10263,-105.300540,41.009213,-62.5
5708,275.2,-41.2,7,8.3,319,5.5,-6.2,10248,-105.300473,41.009157,-62.3
5709,275.8,-41.1,7,8.3,318,5.5,-6.2,10234,-105.300406,41.009102,-62.2
5710,276.4,-41.0,7,8.2,318,5.5,-6.1,10220,-105.300339,41.009046,-62.0
5711,277.0,-40.9,7,8.2,318,5.5,-6.1,10205,-105.300272,41.008990,-61.9
5712,277.6,-40.8,7,8.2,318,5.5,-6.1,10191,-105.300206,41.008935,-61.8
5713,278.1,-40.7,7,8.2,318,5.5,-6.1,10177,-105.300139,41.008879,-61.6
5714,278.7,-40.6,7,8.2,318,5.5,-6.1,10163,-105.300072,41.008823,-61.5
5715,279.3,-40.5,7,8.2,318,5.5,-6.1,10148,-105.300005,41.008768,-61.3
5716,279.9,-40.4,8,8.2,318,5.5,-6.1,10134,-105.299938,41.008712,-61.2
5717,280.5,-40.3,8,8.2,318,5.5,-6.1,10120,-105.299872,41.008657,-61.0
5718,281.1,-40.3,8,8.2,318,5.5,-6.1,10105,-105.299805,41.008601,-60.9
5719,281.7,-40.2,8,8.2,318,5.5,-6.1,10091,-105.299738,41.008545,-60.8
5720,282.2,-40.1,8,8.2,318,5.5,-6.1,10077,-105.299671,41.008490,-60.7
5721,282.8,-40.0,8,8.2,318,5.5,-6.1,10062,-105.299604,41.008434,-60.5
5722,283.4,-39.9,8,8.2,318,5.5,-6.1,10048,-105.299538,41.008378,-60.4
5723,284.0,-39.8,8,8.2,318,5.5,-6.1,10034,-105.299471,41.008323,-60.3
5724,284.6,-39.7,8,8.2,318,5.5,-6.1,10020,-105.299404,41.008267,-60.2
5725,285.2,-39.6,8,8.2,318,5.5,-6.1,10005,-105.299337,41.008211,-60.0
5726,285.8,-39.5,8,8.2,318,5.5,-6.1,9991,-105.299270,41.008156,-59.9
5727,286.4,-39.4,8,8.2,318,5.5,-6.1,9977,-105.299222,41.008109,-59.8
5728,287.0,-39.3,8,8.2,318,5.5,-6.1,9962,-105.299175,41.008062,-59.6
5729,287.6,-39.2,8,8.2,318,5.5,-6.1,9948,-105.299128,41.008016,-59.5
5730,288.2,-39.1,8,8.2,318,5.5,-6.1,9934,-105.299081,41.007969,-59.3
5731,288.7,-39.0,8,8.1,318,5.4,-6.1,9921,-105.299033,41.007923,-59.2
5732,289.3,-38.9,8,8.0,319,5.3,-6.0,9907,-105.298986,41.007876,-59.1
5733,289.9,-38.8,8,7.9,319,5.2,-5.9,9893,-105.298939,41.007829,-59.0
5734,290.5,-38.7,8,7.8,319,5.1,-5.9,9880,-105.298891,41.007783,-58.9
5735,291.0,-38.6,8,7.8,319,5.1,-5.9,9866,-105.298844,41.007736,-58.8
5736,291.6,-38.5,8,7.7,319,5.0,-5.8,9852,-105.298797,41.007690,-58.6
5737,292.2,-38.3,9,7.6,319,5.0,-5.8,9838,-105.298750,41.007643,-58.5
5738,292.8,-38.2,9,7.5,319,4.9,-5.7,9825,-105.298702,41.007597,-58.4
5739,293.4,-38.1,9,7.5,320,4.9,-5.7,9811,-105.298655,41.007550,-58.3
5740,293.9,-38.0,9,7.4,320,4.8,-5.6,9797,-105.298608,41.007504,-58.2
5741,294.5,-37.9,9,7.3,320,4.7,-5.6,9784,-105.298561,41.007457,-58.1
5742,295.1,-37.8,9,7.2,320,4.6,-5.5,9770,-105.298513,41.007410,-57.9
5743,295.7,-37.6,9,7.2,320,4.6,-5.5,9756,-105.298466,41.007364,-57.8
5744,296.3,-37.5,999999,7.1,320,4.5,-5.5,9742,-105.298419,41.007317,999999.0
5745,296.9,-37.4,9,7.0,321,4.4,-5.4,9729,-105.298372,41.007271,-57.6
5746,297.5,-37.3,9,6.9,321,4.4,-5.3,9715,-105.298324,41.007224,-57.5
5747,298.1,-37.1,9,6.8,321,4.3,-5.3,9701,-105.298277,41.007178,-57.4
5748,298.6,-37.0,9,6.8,321,4.3,-5.3,9688,-105.298230,41.007131,-57.4
5749,299.2,-36.9,9,6.7,321,4.2,-5.2,9674,-105.298183,41.007085,-57.3
5750,299.8,-36.8,9,6.6,322,4.1,-5.2,9660,-105.298135,41.007038,-57.2
5751,300.4,-36.7,9,6.5,322,4.0,-5.1,9647,-105.298088,41.006991,-57.1
5752,301.0,-36.6,8,6.5,322,4.0,-5.1,9633,-105.298041,41.006945,-57.1
5753,301.6,-36.5,8,6.4,322,3.9,-5.1,9619,-105.297994,41.006898,-57.0
5754,302.2,-36.4,8,6.3,323,3.8,-5.0,9605,-105.297946,41.006852,-57.0
5755,302.8,-36.3,8,6.2,323,3.7,-4.9,9592,-105.297899,41.006805,-56.9
5756,303.4,-36.2,8,6.2,323,3.7,-5.0,9578,-105.297865,41.006763,-56.9
5757,304.0,-36.1,8,6.1,324,3.6,-4.9,9564,-105.297834,41.006721,-56.8
5758,304.5,-36.1,8,6.0,324,3.5,-4.8,9551,-105.297803,41.006679,-56.8
5759,305.1,-36.0,8,6.0,324,3.5,-4.9,9538,-105.297772,41.006637,-56.7
5760,305.7,-35.9,8,5.9,325,3.4,-4.8,9525,-105.297742,41.006596,-56.6
5761,306.3,-35.8,8,5.8,325,3.3,-4.7,9512,-105.297711,41.006554,-56.5
5762,306.9,-35.7,8,5.7,325,3.3,-4.7,9499,-105.297680,41.006512,-56.5
5763,307.4,-35.6,8,5.7,326,3.2,-4.7,9486,-105.297649,41.006471,-56.4
5764,308.0,-35.5,8,5.6,326,3.1,-4.6,9473,-105.297618,41.006429,-56.3
5765,308.6,-35.5,8,5.5,326,3.1,-4.6,9460,-105.297588,41.006387,-56.2
5766,309.1,-35.4,8,5.4,327,3.0,-4.5,9448,-105.297557,41.006346,-56.2
5767,309.7,-35.3,8,5.4,327,2.9,-4.5,9435,-105.297526,41.006304,-56.1
5768,310.3,-35.2,8,5.3,328,2.8,-4.5,9422,-105.297495,41.006262,-56.1
5769,310.8,-35.2,8,5.2,328,2.8,-4.4,9409,-105.297464,41.006221,-56.0
5770,311.4,-35.1,8,5.2,328,2.7,-4.4,9396,-105.297434,41.006179,-55.9
5771,312.0,-35.0,8,5.2,329,2.7,-4.4,9383,-105.297403,41.006137,-55.9
5772,312.6,-34.9,8,5.2,329,2.7,-4.4,9370,-105.297372,41.006096,-55.8
5773,313.1,-34.9,8,5.2,329,2.7,-4.5,9358,-105.297341,41.006054,-55.7
5774,313.7,-34.8,8,5.2,329,2.7,-4.5,9345,-105.297311,41.006012,-55.7
5775,314.3,-34.7,8,5.2,330,2.6,-4.5,9332,-105.297280,41.005971,-55.6
5776,314.9,-34.6,8,5.2,330,2.6,-4.5,9319,-105.297249,41.005929,-55.6
5777,315.4,-34.6,8,5.2,330,2.6,-4.5,9306,-105.297218,41.005887,-55.5
5778,316.0,-34.5,8,5.2,330,2.6,-4.5,9293,-105.297187,41.005846,-55.5
5779,316.6,-34.4,8,5.2,330,2.6,-4.5,9280,-105.297157,41.005804,-55.4
5780,317.2,-34.4,8,5.2,331,2.5,-4.5,9267,-105.297126,41.005762,-55.4
5781,317.8,-34.3,8,5.2,331,2.5,-4.5,9255,-105.297095,41.005721,-55.3
5782,318.4,-34.3,8,5.2,331,2.5,-4.6,9242,-105.297064,41.005679,-55.3
5783,318.9,-34.2,8,5.2,331,2.5,-4.6,9229,-105.297033,41.005637,-55.2
5784,319.5,-34.1,8,5.2,332,2.5,-4.6,9216,-105.297003,41.005596,-55.2
5785,320.1,-34.1,8,5.3,332,2.5,-4.7,9203,-105.296972,41.005554,-55.1
5786,320.7,-34.0,8,5.3,332,2.5,-4.7,9190,-105.296941,41.005512,-55.0
5787,321.3,-33.9,8,5.3,332,2.5,-4.7,9177,-105.296910,41.005471,-55.0
5788,321.9,-33.9,8,5.3,333,2.4,-4.7,9164,-105.296888,41.005429,-54.9
5789,322.5,-33.8,8,5.3,333,2.4,-4.7,9152,-105.296871,41.005387,-54.8
5790,323.1,-33.7,8,5.3,333,2.4,-4.7,9139,-105.296855,41.005345,-54.8
5791,323.6,-33.6,8,5.3,333,2.4,-4.7,9126,-105.296838,41.005303,-54.7
5792,324.2,-33.5,8,5.3,334,2.3,-4.8,9113,-105.296821,41.005261,-54.6
5793,324.8,-33.4,8,5.3,334,2.3,-4.8,9100,-105.296805,41.005220,-54.5
5794,325.4,-33.4,8,5.3,335,2.3,-4.8,9087,-105.296788,41.005178,-54.4
5795,326.0,-33.3,8,5.3,335,2.2,-4.8,9074,-105.296771,41.005136,-54.4
5796,326.6,-33.2,8,5.3,335,2.2,-4.8,9061,-105.296754,41.005094,-54.3
5797,327.2,-33.1,8,5.3,336,2.2,-4.8,9049,-105.296738,41.005052,-54.2
5798,327.8,-33.0,8,5.3,336,2.1,-4.9,9036,-105.296721,41.005010,-54.1
5799,328.4,-32.9,8,5.3,337,2.1,-4.9,9023,-105.296704,41.004968,-54.1
5800,329.0,-32.8,8,5.3,337,2.1,-4.9,9010,-105.296688,41.004926,-54.0
5801,329.6,-32.8,8,5.3,337,2.0,-4.9,8997,-105.296671,41.004884,-54.0
5802,330.2,-32.7,8,5.3,338,2.0,-4.9,8984,-105.296654,41.004843,-53.9
5803,330.8,-32.6,8,5.3,338,2.0,-4.9,8971,-105.296638,41.004801,-53.9
5804,331.4,-32.5,8,5.3,339,1.9,-4.9,8958,-105.296621,41.004759,-53.8
5805,332.0,-32.4,8,5.3,339,1.9,-4.9,8945,-105.296604,41.004717,-53.8
5806,332.6,-32.3,8,5.3,339,1.9,-5.0,8933,-105.296588,41.004675,-53.7
5807,333.2,-32.2,8,5.3,340,1.8,-5.0,8920,-105.296571,41.004633,-53.6
5808,333.8,-32.1,8,5.3,340,1.8,-5.0,8907,-105.296554,41.004591,-53.6
5809,334.5,-32.0,8,5.3,341,1.8,-5.0,8894,-105.296538,41.004549,-53.5
5810,335.1,-31.9,8,5.3,341,1.7,-5.0,8881,-105.296521,41.004508,-53.5
5811,335.7,-31.8,8,5.2,342,1.6,-4.9,8868,-105.296504,41.004466,-53.4
5812,336.3,-31.7,8,5.1,342,1.6,-4.9,8855,-105.296487,41.004424,-53.3
5813,336.9,-31.5,8,5.1,342,1.5,-4.9,8842,-105.296471,41.004382,-53.3
5814,337.5,-31.4,8,5.0,343,1.5,-4.8,8829,-105.296454,41.004340,-53.2
5815,338.1,-31.3,8,4.9,343,1.4,-4.7,8817,-105.296437,41.004298,-53.1
5816,338.7,-31.2,8,4.9,344,1.4,-4.7,8804,-105.296421,41.004256,-53.1
5817,339.4,-31.1,8,4.8,345,1.3,-4.6,8791,-105.296404,41.004214,-53.0
5818,340.0,-31.0,8,4.7,345,1.2,-4.5,8778,-105.296387,41.004172,-52.9
5819,340.6,-30.9,8,4.7,346,1.2,-4.6,8765,-105.296376,41.004132,-52.9
5820,341.2,-30.8,8,4.6,346,1.1,-4.5,8752,-105.296373,41.004094,-52.8
5821,341.9,-30.7,8,4.6,347,1.1,-4.5,8738,-105.296371,41.004056,-52.7
5822,342.5,-30.6,8,4.5,347,1.0,-4.4,8725,-105.296368,41.004018,-52.6
5823,343.2,-30.4,8,4.4,348,0.9,-4.3,8711,-105.296365,41.003980,-52.6
5824,343.8,-30.3,8,4.4,349,0.9,-4.3,8698,-105.296363,41.003942,-52.5
5825,344.5,-30.2,8,4.3,349,0.8,-4.2,8684,-105.296360,41.003904,-52.4
5826,345.1,-30.1,8,4.3,350,0.7,-4.2,8671,-105.296357,41.003865,-52.4
5827,345.8,-30.0,8,4.2,351,0.7,-4.1,8657,-105.296355,41.003827,-52.3
5828,346.4,-29.9,8,4.1,351,0.6,-4.1,8644,-105.296352,41.003789,-52.3
5829,347.1,-29.8,8,4.1,352,0.6,-4.1,8630,-105.296350,41.003751,-52.2
5830,347.8,-29.7,8,4.0,353,0.5,-4.0,8617,-105.296347,41.003713,-52.2
5831,348.4,-29.6,8,4.0,353,0.5,-4.0,8603,-105.296344,41.003675,-52.1
5832,349.1,-29.5,8,4.0,353,0.5,-4.0,8590,-105.296342,41.003637,-52.0
5833,349.7,-29.3,8,4.1,354,0.4,-4.1,8576,-105.296339,41.003599,-52.0
5834,350.4,-29.2,8,4.1,354,0.4,-4.1,8562,-105.296336,41.003561,-51.9
5835,351.1,-29.1,7,4.1,354,0.4,-4.1,8549,-105.296334,41.003523,-51.9
5836,351.7,-29.0,7,4.1,355,0.4,-4.1,8535,-105.296331,41.003485,-51.8
5837,352.4,-28.9,7,4.1,355,0.4,-4.1,8522,-105.296329,41.003447,-51.8
5838,353.0,-28.8,7,4.1,355,0.3,-4.1,8508,-105.296326,41.003409,-51.7
5839,353.7,-28.7,7,4.1,356,0.3,-4.1,8495,-105.296323,41.003371,-51.7
5840,354.4,-28.6,7,4.1,356,0.3,-4.1,8481,-105.296321,41.003332,-51.6
5841,355.0,-28.5,7,4.2,356,0.3,-4.2,8468,-105.296318,41.003294,-51.5
5842,355.7,-28.4,7,4.2,356,0.3,-4.2,8454,-105.296315,41.003256,-51.5
5843,356.4,-28.3,7,4.2,357,0.2,-4.2,8441,-105.296313,41.003218,-51.4
5844,357.1,-28.1,7,4.2,357,0.2,-4.2,8427,-105.296310,41.003180,-51.4
5845,357.7,-28.0,7,4.2,357,0.2,-4.2,8414,-105.296308,41.003142,-51.3
5846,358.4,-27.9,7,4.2,357,0.2,-4.2,8400,-105.296305,41.003104,-51.2
5847,359.1,-27.8,7,4.2,358,0.2,-4.2,8387,-105.296302,41.003066,-51.2
5848,359.7,-27.7,7,4.3,358,0.2,-4.3,8373,-105.296300,41.003028,-51.1
5849,360.4,-27.6,7,4.3,358,0.1,-4.3,8360,-105.296297,41.002990,-51.1
5850,361.1,-27.5,7,4.3,359,0.1,-4.3,8346,-105.296294,41.002952,-51.0
5851,361.8,-27.4,7,4.2,359,0.1,-4.2,8333,-105.296292,41.002914,-51.0
5852,362.4,-27.3,7,4.2,360,0.0,-4.2,8319,-105.296293,41.002878,-50.9
5853,363.1,-27.2,7,4.2,360,0.0,-4.2,8306,-105.296300,41.002847,-50.9
5854,363.8,-27.1,7,4.1,001,-0.1,-4.1,8292,-105.296308,41.002815,-50.8
5855,364.5,-27.0,7,4.1,002,-0.1,-4.1,8279,-105.296315,41.002784,-50.8
5856,365.2,-26.9,7,4.1,002,-0.2,-4.1,8265,-105.296322,41.002752,-50.7
5857,365.8,-26.8,7,4.0,003,-0.2,-4.0,8252,-105.296330,41.002720,-50.7
5858,366.5,-26.7,7,4.0,004,-0.2,-4.0,8238,-105.296337,41.002689,-50.6
5859,367.2,-26.6,7,3.9,004,-0.3,-3.9,8225,-105.296344,41.002657,-50.6
5860,367.9,-26.5,7,3.9,005,-0.3,-3.9,8211,-105.296351,41.002626,-50.5
5861,368.6,-26.4,7,3.9,006,-0.4,-3.9,8198,-105.296359,41.002594,-50.5
5862,369.3,-26.3,7,3.8,006,-0.4,-3.8,8184,-105.296366,41.002563,-50.5
5863,370.0,-26.2,7,3.8,007,-0.5,-3.8,8171,-105.296373,41.002531,-50.4
5864,370.7,-26.1,7,3.8,008,-0.5,-3.8,8157,-105.296381,41.002500,-50.4
5865,371.3,-26.0,999999,3.7,009,-0.5,-3.7,8144,-105.296388,41.002468,999999.0
5866,372.0,-25.9,7,3.7,009,-0.6,-3.7,8130,-105.296395,41.002436,-50.2
5867,372.7,-25.8,7,3.7,010,-0.6,-3.6,8117,-105.296402,41.002405,-50.2
5868,373.4,-25.7,7,3.6,011,-0.7,-3.5,8103,-105.296410,41.002373,-50.1
5869,374.1,-25.6,7,3.6,012,-0.7,-3.5,8090,-105.296417,41.002342,-50.0
5870,374.8,-25.5,7,3.6,012,-0.8,-3.5,8076,-105.296424,41.002310,-50.0
5871,375.5,-25.4,7,3.6,012,-0.8,-3.5,8063,-105.296431,41.002279,-49.9
5872,376.2,-25.3,7,3.6,012,-0.7,-3.5,8049,-105.296439,41.002247,-49.8
5873,376.9,-25.2,7,3.5,012,-0.7,-3.4,8036,-105.296446,41.002216,-49.8
5874,377.6,-25.1,7,3.5,011,-0.7,-3.4,8022,-105.296453,41.002184,-49.7
5875,378.3,-25.0,7,3.5,011,-0.7,-3.4,8009,-105.296461,41.002152,-49.6
5876,379.0,-24.9,6,3.5,011,-0.7,-3.4,7995,-105.296468,41.002121,-49.6
5877,379.7,-24.8,6,3.5,011,-0.6,-3.4,7982,-105.296475,41.002089,-49.5
5878,380.4,-24.7,6,3.4,010,-0.6,-3.3,7968,-105.296482,41.002058,-49.4
5879,381.1,-24.6,6,3.4,010,-0.6,-3.3,7955,-105.296490,41.002026,-49.4
5880,381.8,-24.5,6,3.4,010,-0.6,-3.4,7941,-105.296497,41.001995,-49.3
5881,382.5,-24.4,6,3.4,009,-0.5,-3.4,7928,-105.296504,41.001963,-49.2
5882,383.2,-24.3,6,3.4,009,-0.5,-3.4,7914,-105.296512,41.001931,-49.1
5883,383.9,-24.2,6,3.3,009,-0.5,-3.3,7901,-105.296513,41.001903,-49.0
5884,384.6,-24.1,6,3.3,008,-0.5,-3.3,7888,-105.296510,41.001877,-49.0
5885,385.3,-24.0,6,3.3,008,-0.5,-3.3,7875,-105.296506,41.001852,-48.9
5886,386.0,-23.9,6,3.3,008,-0.4,-3.3,7862,-105.296503,41.001826,-48.8
5887,386.7,-23.8,6,3.3,007,-0.4,-3.3,7849,-105.296499,41.001800,-48.7
5888,387.4,-23.7,6,3.3,007,-0.4,-3.3,7836,-105.296495,41.001774,-48.6
5889,388.1,-23.6,6,3.2,007,-0.4,-3.2,7823,-105.296492,41.001749,-48.6
5890,388.8,-23.5,6,3.2,006,-0.4,-3.2,7810,-105.296488,41.001723,-48.5
5891,389.4,-23.4,6,3.2,006,-0.3,-3.2,7797,-105.296485,41.001697,-48.4
5892,390.1,-23.3,6,3.2,005,-0.3,-3.2,7784,-105.296481,41.001672,-48.3
5893,390.8,-23.2,6,3.1,005,-0.3,-3.1,7771,-105.296477,41.001646,-48.2
5894,391.5,-23.1,6,3.1,004,-0.2,-3.1,7758,-105.296474,41.001620,-48.1
5895,392.2,-22.9,6,3.0,003,-0.2,-3.0,7744,-105.296470,41.001595,-48.1
5896,392.9,-22.8,6,3.0,003,-0.1,-3.0,7731,-105.296467,41.001569,-48.0
5897,393.6,-22.7,6,3.0,002,-0.1,-3.0,7718,-105.296463,41.001543,-47.9
5898,394.3,-22.6,6,2.9,001,-0.1,-2.9,7705,-105.296460,41.001518,-47.8
5899,395.0,-22.5,6,2.9,001,0.0,-2.9,7692,-105.296456,41.001492,-47.7
5900,395.7,-22.4,6,2.9,360,0.0,-2.9,7679,-105.296452,41.001466,-47.7
5901,396.4,-22.3,6,2.8,359,0.0,-2.8,7666,-105.296449,41.001441,-47.6
5902,397.1,-22.2,6,2.8,359,0.1,-2.8,7653,-105.296445,41.001415,-47.5
5903,397.8,-22.1,6,2.8,358,0.1,-2.8,7640,-105.296442,41.001389,-47.4
5904,398.5,-22.0,6,2.8,357,0.1,-2.8,7627,-105.296438,41.001363,-47.4
5905,399.2,-21.9,6,2.7,356,0.2,-2.7,7614,-105.296434,41.001338,-47.3
5906,399.9,-21.8,6,2.7,356,0.2,-2.7,7601,-105.296431,41.001312,-47.2
5907,400.6,-21.7,6,2.7,355,0.2,-2.7,7588,-105.296427,41.001286,-47.2
5908,401.3,-21.6,6,2.6,354,0.3,-2.6,7575,-105.296424,41.001261,-47.1
5909,402.0,-21.5,6,2.6,353,0.3,-2.6,7562,-105.296420,41.001235,-47.0
5910,402.8,-21.4,6,2.6,352,0.4,-2.6,7549,-105.296417,41.001209,-47.0
5911,403.5,-21.3,6,2.6,352,0.4,-2.6,7536,-105.296413,41.001184,-46.9
5912,404.2,-21.2,6,2.6,352,0.3,-2.6,7523,-105.296409,41.001158,-46.8
5913,404.9,-21.1,6,2.7,352,0.4,-2.7,7510,-105.296406,41.001132,-46.8
5914,405.6,-21.0,6,2.7,352,0.4,-2.7,7497,-105.296403,41.001102,-46.7
5915,406.3,-20.9,6,2.7,353,0.3,-2.7,7484,-105.296401,41.001070,-46.6
5916,407.0,-20.8,6,2.8,353,0.4,-2.8,7472,-105.296399,41.001038,-46.5
5917,407.7,-20.7,6,2.8,353,0.4,-2.8,7459,-105.296397,41.001007,-46.4
5918,408.4,-20.6,6,2.8,353,0.4,-2.8,7446,-105.296395,41.000975,-46.4
5919,409.1,-20.5,6,2.8,353,0.3,-2.8,7433,-105.296393,41.000943,-46.3
5920,409.8,-20.3,6,2.9,353,0.4,-2.9,7420,-105.296391,41.000911,-46.2
5921,410.6,-20.2,6,2.9,353,0.4,-2.9,7407,-105.296389,41.000880,-46.2
5922,411.3,-20.1,6,2.9,353,0.3,-2.9,7394,-105.296387,41.000848,-46.1
5923,412.0,-20.0,6,3.0,353,0.4,-3.0,7382,-105.296385,41.000816,-46.0
5924,412.7,-19.9,6,3.0,353,0.4,-3.0,7369,-105.296383,41.000785,-46.0
5925,413.4,-19.8,6,3.0,353,0.4,-3.0,7356,-105.296380,41.000753,-45.9
5926,414.1,-19.6,6,3.0,353,0.3,-3.0,7343,-105.296378,41.000721,-45.8
5927,414.8,-19.5,6,3.1,353,0.4,-3.1,7330,-105.296376,41.000689,-45.8
5928,415.6,-19.4,6,3.1,353,0.4,-3.1,7317,-105.296374,41.000658,-45.7
5929,416.3,-19.3,6,3.1,354,0.3,-3.1,7304,-105.296372,41.000626,-45.7
5930,417.0,-19.2,6,3.2,354,0.4,-3.2,7291,-105.296370,41.000594,-45.6
5931,417.7,-19.1,6,3.2,354,0.3,-3.2,7279,-105.296368,41.000562,-45.5
5932,418.4,-19.0,6,3.2,354,0.3,-3.2,7266,-105.296366,41.000531,-45.5
5933,419.2,-18.8,6,3.3,355,0.3,-3.3,7253,-105.296364,41.000499,-45.4
5934,419.9,-18.7,6,3.3,355,0.3,-3.3,7240,-105.296362,41.000467,-45.4
5935,420.6,-18.6,6,3.4,356,0.3,-3.4,7227,-105.296360,41.000436,-45.3
5936,421.3,-18.5,6,3.4,356,0.2,-3.4,7214,-105.296357,41.000404,-45.2
5937,422.0,-18.4,6,3.5,357,0.2,-3.5,7201,-105.296355,41.000372,-45.2
5938,422.8,-18.3,6,3.5,357,0.2,-3.5,7189,-105.296353,41.000340,-45.1
5939,423.5,-18.1,6,3.6,357,0.2,-3.6,7176,-105.296351,41.000309,-45.1
5940,424.2,-18.0,6,3.6,358,0.1,-3.6,7163,-105.296349,41.000277,-45.0
5941,425.0,-17.9,6,3.6,358,0.1,-3.6,7150,-105.296347,41.000245,-45.0
5942,425.7,-17.8,6,3.7,358,0.1,-3.7,7137,-105.296345,41.000213,-44.9
5943,426.4,-17.7,6,3.7,359,0.1,-3.7,7124,-105.296343,41.000182,-44.9
5944,427.1,-17.6,6,3.8,359,0.1,-3.8,7112,-105.296341,41.000150,-44.9
5945,427.8,-17.5,6,3.8,359,0.0,-3.8,7099,-105.296338,41.000116,-44.8
5946,428.6,-17.4,6,3.9,360,0.0,-3.9,7087,-105.296336,41.000083,-44.7
5947,429.3,-17.3,6,3.9,360,0.0,-3.9,7074,-105.296334,41.000050,-44.7
5948,430.0,-17.2,6,4.0,360,0.0,-4.0,7062,-105.296331,41.000017,-44.6
5949,430.7,-17.1,6,4.0,001,0.0,-4.0,7049,-105.296329,40.999984,-44.5
5950,431.4,-17.0,6,4.1,001,-0.1,-4.1,7037,-105.296327,40.999951,-44.5
5951,432.1,-16.9,6,4.0,001,-0.1,-4.0,7024,-105.296324,40.999918,-44.4
5952,432.9,-16.8,6,4.0,001,-0.1,-4.0,7012,-105.296322,40.999884,-44.3
5953,433.6,-16.8,6,4.0,001,-0.1,-4.0,6999,-105.296319,40.999851,-44.3
5954,434.3,-16.7,6,4.0,001,0.0,-4.0,6987,-105.296317,40.999818,-44.3
5955,435.0,-16.6,6,3.9,001,0.0,-3.9,6974,-105.296315,40.999785,-44.2
5956,435.7,-16.5,6,3.9,001,0.0,-3.9,6962,-105.296312,40.999752,-44.2
5957,436.5,-16.5,6,3.9,001,0.0,-3.9,6950,-105.296310,40.999719,-44.1
5958,437.2,-16.4,6,3.8,001,0.0,-3.8,6937,-105.296308,40.999686,-44.1
5959,437.9,-16.3,6,3.8,360,0.0,-3.8,6925,-105.296305,40.999652,-44.0
5960,438.6,-16.3,6,3.8,360,0.0,-3.8,6912,-105.296303,40.999619,-44.0
5961,439.3,-16.2,6,3.8,360,0.0,-3.8,6900,-105.296301,40.999586,-43.9
5962,440.1,-16.1,6,3.7,360,0.0,-3.7,6887,-105.296298,40.999553,-43.9
5963,440.8,-16.0,6,3.7,360,0.0,-3.7,6875,-105.296296,40.999520,-43.8
5964,441.5,-16.0,6,3.7,360,0.0,-3.7,6862,-105.296293,40.999487,-43.8
5965,442.3,-15.9,6,3.7,360,0.0,-3.7,6850,-105.296291,40.999453,-43.7
5966,443.0,-15.8,6,3.6,360,0.0,-3.6,6837,-105.296289,40.999420,-43.6
5967,443.7,-15.7,6,3.6,360,0.0,-3.6,6825,-105.296286,40.999387,-43.6
5968,444.5,-15.6,6,3.6,360,0.0,-3.6,6812,-105.296284,40.999354,-43.5
5969,445.2,-15.5,5,3.6,360,0.0,-3.6,6800,-105.296282,40.999321,-43.4
5970,445.9,-15.4,5,3.5,360,0.0,-3.5,6788,-105.296279,40.999288,-43.4
5971,446.7,-15.3,5,3.5,359,0.1,-3.5,6775,-105.296277,40.999255,-43.3
5972,447.4,-15.3,5,3.5,358,0.1,-3.5,6763,-105.296275,40.999221,-43.2
5973,448.1,-15.2,5,3.5,357,0.2,-3.5,6750,-105.296272,40.999188,-43.2
5974,448.9,-15.1,5,3.5,356,0.2,-3.5,6738,-105.296270,40.999155,-43.1
5975,449.6,-15.0,5,3.5,356,0.3,-3.5,6725,-105.296267,40.999122,-43.0
5976,450.3,-14.9,5,3.5,355,0.3,-3.5,6713,-105.296255,40.999090,-43.0
5977,451.1,-14.8,5,3.5,354,0.4,-3.5,6701,-105.296240,40.999059,-42.9
5978,451.8,-14.7,5,3.5,353,0.4,-3.5,6688,-105.296226,40.999028,-42.8
5979,452.5,-14.6,5,3.4,352,0.5,-3.4,6676,-105.296212,40.998996,-42.8
5980,453.3,-14.6,5,3.4,351,0.5,-3.4,6664,-105.296198,40.998965,-42.7
5981,454.0,-14.5,5,3.4,350,0.6,-3.3,6652,-105.296183,40.998933,-42.6
5982,454.7,-14.4,5,3.4,349,0.6,-3.3,6639,-105.296169,40.998902,-42.6
5983,455.5,-14.3,5,3.4,348,0.7,-3.3,6627,-105.296155,40.998871,-42.5
5984,456.2,-14.2,5,3.4,347,0.8,-3.3,6615,-105.296140,40.998839,-42.4
5985,456.9,-14.2,5,3.4,346,0.8,-3.3,6602,-105.296126,40.998808,-42.4
5986,457.7,-14.1,5,3.3,345,0.8,-3.2,6590,-105.296112,40.998776,-42.3
5987,458.4,-14.0,6,3.3,344,0.9,-3.2,6578,-105.296097,40.998745,-42.2
5988,459.2,-13.9,6,3.3,343,0.9,-3.2,6566,-105.296083,40.998714,-42.1
5989,459.9,-13.8,6,3.3,342,1.0,-3.1,6553,-105.296069,40.998682,-42.0
5990,460.6,-13.8,6,3.3,341,1.1,-3.1,6541,-105.296055,40.998651,-41.9
