Time [sec],P [hPa],T [°C],Hu [%],Ws [m/s],Wd [°],Ws U [m/s],Ws V [m/s],Alt [m],Lon [°],Lat [°],Dew [°C]
820,515.5,-8.2,11,7.8,354,0.9,-7.8,5662,-105.552168,41.279559,-33.5
821,515.3,-8.2,11,7.8,354,0.8,-7.8,5666,-105.552162,41.279488,-33.5
822,515.0,-8.3,11,7.9,354,0.8,-7.9,5670,-105.552157,41.279417,-33.5
823,514.8,-8.3,11,7.9,355,0.7,-7.9,5674,-105.552151,41.279346,-33.5
824,514.5,-8.3,11,7.9,355,0.7,-7.9,5678,-105.552146,41.279275,-33.6
825,514.2,-8.4,11,7.9,355,0.6,-7.9,5682,-105.552140,41.279204,-33.6
826,514.0,-8.4,11,7.9,356,0.6,-7.9,5686,-105.552135,41.279133,-33.6
827,513.7,-8.4,11,8.0,356,0.5,-8.0,5690,-105.552129,41.279062,-33.6
828,513.4,-8.5,11,8.0,357,0.5,-8.0,5694,-105.552123,41.278991,-33.6
829,513.2,-8.5,11,8.0,357,0.4,-8.0,5698,-105.552118,41.278921,-33.7
830,512.9,-8.6,11,8.0,357,0.4,-8.0,5702,-105.552112,41.278850,-33.7
831,512.6,-8.6,11,8.0,357,0.4,-8.0,5706,-105.552107,41.278779,-33.7
832,512.4,-8.6,11,8.0,357,0.4,-8.0,5710,-105.552101,41.278708,-33.7
833,512.1,-8.7,11,8.0,357,0.4,-8.0,5714,-105.552096,41.278637,-33.7
834,511.8,-8.7,11,8.0,357,0.4,-8.0,5718,-105.552090,41.278566,-33.7
835,511.6,-8.7,11,7.9,357,0.4,-7.9,5722,-105.552085,41.278495,-33.8
836,511.3,-8.8,11,7.9,357,0.4,-7.9,5726,-105.552079,41.278424,-33.8
837,511.1,-8.8,11,7.9,357,0.4,-7.9,5730,-105.552074,41.278353,-33.8
838,510.8,-8.8,11,7.9,357,0.4,-7.9,5734,-105.552068,41.278283,-33.8
839,510.5,-8.9,11,7.9,357,0.4,-7.9,5738,-105.552060,41.278223,-33.9
840,510.3,-8.9,11,7.8,357,0.4,-7.8,5742,-105.552052,41.278162,-33.9
841,510.0,-8.9,11,7.8,357,0.4,-7.8,5746,-105.552044,41.278102,-34.0
842,509.7,-9.0,11,7.8,357,0.4,-7.8,5750,-105.552035,41.278042,-34.0
843,509.4,-9.0,11,7.8,357,0.4,-7.8,5754,-105.552027,41.277982,-34.0
844,509.2,-9.0,11,7.8,357,0.4,-7.8,5758,-105.552019,41.277922,-34.1
845,508.9,-9.0,11,7.8,357,0.4,-7.8,5763,-105.552011,41.277862,-34.1
846,508.6,-9.1,11,7.7,357,0.4,-7.7,5767,-105.552002,41.277802,-34.1
847,508.3,-9.1,11,7.7,357,0.4,-7.7,5771,-105.551994,41.277741,-34.2
848,508.0,-9.1,11,7.7,357,0.3,-7.7,5776,-105.551986,41.277681,-34.2
849,507.7,-9.2,11,7.7,357,0.3,-7.7,5780,-105.551978,41.277621,-34.3
850,507.5,-9.2,11,7.7,357,0.3,-7.7,5785,-105.551969,41.277561,-34.3
851,507.2,-9.2,11,7.6,357,0.4,-7.6,5789,-105.551961,41.277501,-34.4
852,506.9,-9.2,11,7.5,357,0.4,-7.5,5793,-105.551953,41.277441,-34.4
853,506.6,-9.3,11,7.4,357,0.4,-7.4,5798,-105.551945,41.277381,-34.5
854,506.3,-9.3,11,7.4,356,0.5,-7.4,5802,-105.551936,41.277320,-34.6
855,506.0,-9.3,10,7.3,356,0.5,-7.3,5807,-105.551928,41.277260,-34.6
856,505.7,-9.3,10,7.2,356,0.5,-7.2,5811,-105.551920,41.277200,-34.7
857,505.4,-9.4,10,7.1,356,0.5,-7.1,5815,-105.551912,41.277140,-34.8
858,505.2,-9.4,10,7.1,355,0.6,-7.1,5820,-105.551904,41.277080,-34.8
859,504.9,-9.4,10,7.0,355,0.6,-7.0,5824,-105.551895,41.277020,-34.9
860,504.6,-9.4,10,6.9,355,0.6,-6.9,5829,-105.551887,41.276960,-35.0
861,504.3,-9.5,10,6.8,355,0.6,-6.8,5833,-105.551879,41.276899,-35.0
862,504.0,-9.5,10,6.8,354,0.7,-6.8,5837,-105.551871,41.276839,-35.1
863,503.7,-9.5,10,6.7,354,0.7,-6.7,5842,-105.551862,41.276779,-35.2
864,503.4,-9.5,10,6.6,354,0.7,-6.6,5846,-105.551854,41.276719,-35.2
865,503.2,-9.5,10,6.5,353,0.8,-6.5,5850,-105.551846,41.276659,-35.3
866,502.9,-9.6,10,6.5,353,0.8,-6.5,5855,-105.551838,41.276599,-35.3
867,502.6,-9.6,10,6.4,353,0.8,-6.3,5859,-105.551829,41.276539,-35.4
868,502.3,-9.6,10,6.3,352,0.8,-6.2,5864,-105.551821,41.276478,-35.4
869,502.0,-9.6,10,6.2,352,0.9,-6.1,5868,-105.551813,41.276418,-35.5
870,501.7,-9.6,10,6.2,352,0.9,-6.1,5872,-105.551802,41.276370,-35.6
871,501.4,-9.7,10,6.1,351,0.9,-6.0,5877,-105.551791,41.276324,-35.6
872,501.2,-9.7,10,6.1,351,0.9,-6.0,5881,-105.551779,41.276278,-35.7
873,500.9,-9.7,10,6.0,351,1.0,-5.9,5886,-105.551768,41.276232,-35.7
874,500.6,-9.7,10,6.0,351,1.0,-5.9,5890,-105.551757,41.276186,-35.8
875,500.3,-9.7,10,5.9,350,1.0,-5.8,5894,-105.551745,41.276140,-35.9
876,500.1,-9.8,10,5.9,350,1.0,-5.8,5898,-105.551734,41.276094,-35.9
877,499.8,-9.8,9,5.9,350,1.1,-5.8,5903,-105.551722,41.276048,-36.0
878,499.5,-9.8,9,5.8,349,1.1,-5.7,5907,-105.551711,41.276002,-36.0
879,499.2,-9.8,9,5.8,349,1.1,-5.7,5911,-105.551700,41.275956,-36.1
880,499.0,-9.8,9,5.7,349,1.1,-5.6,5915,-105.551688,41.275910,-36.1
881,498.7,-9.8,9,5.7,349,1.1,-5.6,5919,-105.551677,41.275864,-36.2
882,498.4,-9.9,9,5.6,348,1.1,-5.5,5924,-105.551666,41.275818,-36.2
883,498.1,-9.9,9,5.6,348,1.2,-5.5,5928,-105.551654,41.275772,-36.3
884,497.9,-9.9,9,5.5,348,1.2,-5.4,5932,-105.551643,41.275726,-36.3
885,497.6,-9.9,9,5.5,347,1.2,-5.4,5936,-105.551631,41.275680,-36.4
886,497.3,-9.9,9,5.5,347,1.2,-5.4,5941,-105.551620,41.275634,-36.4
887,497.1,-10.0,9,5.4,347,1.3,-5.3,5945,-105.551609,41.275588,-36.5
888,496.8,-10.0,9,5.4,346,1.3,-5.2,5949,-105.551597,41.275542,-36.5
889,496.5,-10.0,9,5.3,346,1.3,-5.1,5953,-105.551586,41.275496,-36.6
890,496.2,-10.0,9,5.3,346,1.3,-5.1,5957,-105.551574,41.275450,-36.6
891,496.0,-10.0,9,5.3,346,1.3,-5.1,5962,-105.551563,41.275404,-34.6
892,495.7,-10.0,9,5.2,347,1.2,-5.1,5966,-105.551552,41.275358,-34.6
893,495.4,-10.0,9,5.2,347,1.1,-5.1,5970,-105.551540,41.275312,-34.7
894,495.2,-10.0,9,5.2,348,1.1,-5.1,5974,-105.551529,41.275266,-34.7
895,494.9,-10.1,9,5.2,349,1.0,-5.1,5979,-105.551517,41.275220,-34.7
896,494.6,-10.1,9,5.2,349,1.0,-5.1,5983,-105.551506,41.275174,-34.8
897,494.3,-10.1,9,5.1,350,0.9,-5.0,5987,-105.551495,41.275128,-34.8
898,494.1,-10.1,9,5.1,350,0.9,-5.0,5991,-105.551483,41.275083,-34.8
899,493.8,-10.1,9,5.1,351,0.8,-5.0,5995,-105.551472,41.275037,-34.9
900,493.5,-10.1,9,5.1,352,0.7,-5.0,6000,-105.551461,41.274991,-34.9
901,493.3,-10.2,9,5.1,352,0.7,-5.1,6004,-105.551464,41.274948,-34.9
902,493.0,-10.2,9,5.1,353,0.6,-5.1,6008,-105.551467,41.274906,-35.0
903,492.8,-10.2,9,5.0,354,0.6,-5.0,6012,-105.551470,41.274863,-35.0
904,492.5,-10.2,9,5.0,354,0.5,-5.0,6017,-105.551473,41.274820,-35.1
905,492.2,-10.3,9,5.0,355,0.5,-5.0,6020,-105.551477,41.274778,-35.1
906,492.0,-10.3,9,5.0,355,0.4,-5.0,6024,-105.551480,41.274735,-35.1
907,491.7,-10.3,9,5.0,356,0.3,-5.0,6028,-105.551483,41.274693,-35.2
908,491.5,-10.4,9,5.0,357,0.3,-5.0,6032,-105.551486,41.274650,-35.2
909,491.3,-10.4,9,5.0,357,0.2,-5.0,6035,-105.551490,41.274608,-35.2
910,491.0,-10.4,9,4.9,358,0.2,-4.9,6039,-105.551493,41.274565,-35.3
911,490.8,-10.4,9,4.9,358,0.1,-4.9,6043,-105.551496,41.274523,-35.3
912,490.5,-10.5,9,4.9,359,0.1,-4.9,6046,-105.551499,41.274480,-35.3
913,490.3,-10.5,9,4.9,359,0.1,-4.9,6050,-105.551503,41.274438,-35.4
914,490.1,-10.5,9,4.9,359,0.1,-4.9,6054,-105.551506,41.274395,-35.4
915,489.8,-10.6,9,4.9,360,0.0,-4.9,6058,-105.551509,41.274353,-35.5
916,489.6,-10.6,9,4.8,360,0.0,-4.8,6061,-105.551512,41.274310,-35.5
917,489.4,-10.6,9,4.8,360,0.0,-4.8,6065,-105.551515,41.274268,-35.5
918,489.1,-10.7,9,4.8,001,-0.1,-4.8,6069,-105.551519,41.274225,-35.6
919,488.9,-10.7,9,4.8,001,-0.1,-4.8,6072,-105.551522,41.274183,-35.6
920,488.7,-10.7,9,4.8,001,-0.1,-4.8,6076,-105.551525,41.274140,-35.6
921,488.4,-10.8,9,4.7,002,-0.2,-4.7,6080,-105.551528,41.274097,-35.6
922,488.2,-10.8,9,4.7,002,-0.2,-4.7,6084,-105.551532,41.274055,-35.7
923,488.0,-10.8,9,4.7,003,-0.2,-4.7,6087,-105.551535,41.274012,-35.7
924,487.7,-10.9,9,4.7,003,-0.2,-4.7,6091,-105.551538,41.273970,-35.7
925,487.5,-10.9,9,4.7,003,-0.3,-4.7,6095,-105.551541,41.273927,-35.7
926,487.2,-10.9,9,4.7,004,-0.3,-4.7,6099,-105.551545,41.273885,-35.8
927,487.0,-11.0,9,4.6,004,-0.3,-4.6,6102,-105.551548,41.273842,-35.8
928,486.8,-11.0,9,4.6,004,-0.4,-4.6,6106,-105.551551,41.273800,-35.8
929,486.5,-11.0,9,4.6,005,-0.4,-4.6,6110,-105.551554,41.273757,-35.8
930,486.3,-11.1,9,4.6,005,-0.4,-4.6,6113,-105.551557,41.273715,-35.9
931,486.1,-11.1,9,4.6,005,-0.4,-4.6,6117,-105.551569,41.273669,-35.9
932,485.8,-11.1,9,4.7,006,-0.5,-4.7,6121,-105.551582,41.273622,-35.9
933,485.6,-11.2,9,4.7,006,-0.5,-4.7,6125,-105.551594,41.273575,-35.9
934,485.3,-11.2,9,4.7,006,-0.5,-4.7,6128,-105.551607,41.273529,-35.9
935,485.1,-11.2,9,4.8,006,-0.5,-4.8,6132,-105.551619,41.273482,-35.9
936,484.8,-11.3,9,4.8,007,-0.5,-4.8,6137,-105.551632,41.273436,-36.0
937,484.5,-11.3,9,4.8,007,-0.6,-4.8,6141,-105.551644,41.273389,-36.0
938,484.3,-11.3,9,4.9,007,-0.6,-4.9,6145,-105.551657,41.273342,-36.0
939,484.0,-11.4,9,4.9,007,-0.6,-4.9,6150,-105.551669,41.273296,-36.0
940,483.7,-11.4,9,4.9,007,-0.6,-4.9,6154,-105.551682,41.273249,-36.0
941,483.5,-11.5,9,5.0,008,-0.7,-5.0,6159,-105.551695,41.273203,-36.1
942,483.2,-11.5,9,5.0,008,-0.7,-5.0,6163,-105.551707,41.273156,-36.1
943,482.9,-11.5,9,5.0,008,-0.7,-5.0,6167,-105.551720,41.273110,-36.1
944,482.6,-11.6,9,5.1,008,-0.7,-5.0,6172,-105.551732,41.273063,-36.1
945,482.4,-11.6,9,5.1,008,-0.7,-5.0,6176,-105.551745,41.273016,-36.1
946,482.1,-11.7,9,5.1,009,-0.8,-5.0,6180,-105.551757,41.272970,-36.1
947,481.8,-11.7,9,5.2,009,-0.8,-5.1,6185,-105.551770,41.272923,-36.2
948,481.5,-11.7,9,5.2,009,-0.8,-5.1,6189,-105.551782,41.272877,-36.2
949,481.3,-11.8,9,5.2,009,-0.8,-5.1,6193,-105.551795,41.272830,-36.2
950,481.0,-11.8,9,5.3,009,-0.9,-5.2,6198,-105.551808,41.272783,-36.2
951,480.7,-11.9,9,5.3,010,-0.9,-5.2,6202,-105.551820,41.272737,-36.2
952,480.4,-11.9,9,5.3,010,-0.9,-5.2,6206,-105.551833,41.272690,-36.3
953,480.2,-11.9,9,5.3,010,-1.0,-5.2,6211,-105.551845,41.272644,-36.3
954,479.9,-12.0,9,5.3,011,-1.0,-5.2,6215,-105.551858,41.272597,-36.3
955,479.6,-12.0,9,5.3,011,-1.0,-5.2,6219,-105.551870,41.272551,-36.3
956,479.4,-12.1,9,5.3,011,-1.1,-5.2,6224,-105.551883,41.272504,-36.3
957,479.1,-12.1,9,5.3,012,-1.1,-5.2,6228,-105.551895,41.272457,-36.4
958,478.8,-12.2,9,5.3,012,-1.1,-5.2,6233,-105.551908,41.272411,-36.4
959,478.5,-12.2,9,5.3,012,-1.1,-5.2,6237,-105.551921,41.272364,-36.4
960,478.3,-12.2,9,5.4,013,-1.2,-5.3,6241,-105.551933,41.272318,-36.4
961,478.0,-12.3,9,5.4,013,-1.2,-5.3,6246,-105.551946,41.272271,-36.4
962,477.7,-12.3,9,5.4,014,-1.3,-5.3,6250,-105.551962,41.272227,-36.5
963,477.4,-12.4,9,5.4,014,-1.3,-5.2,6254,-105.551980,41.272183,-36.5
964,477.2,-12.4,9,5.4,014,-1.3,-5.2,6259,-105.551998,41.272140,-36.5
965,476.9,-12.5,9,5.4,015,-1.4,-5.2,6263,-105.552016,41.272097,-36.5
966,476.6,-12.5,9,5.4,015,-1.4,-5.2,6267,-105.552034,41.272054,-36.5
967,476.3,-12.5,9,5.4,015,-1.4,-5.2,6272,-105.552052,41.272011,-36.6
968,476.1,-12.6,9,5.4,015,-1.4,-5.2,6276,-105.552070,41.271968,-36.6
969,475.8,-12.6,9,5.4,016,-1.5,-5.2,6281,-105.552088,41.271924,-36.6
970,475.5,-12.7,9,5.5,016,-1.5,-5.3,6286,-105.552106,41.271881,-36.6
971,475.2,-12.7,9,5.4,016,-1.5,-5.2,6290,-105.552124,41.271838,-36.6
972,474.9,-12.8,9,5.4,016,-1.5,-5.2,6295,-105.552142,41.271795,-36.7
973,474.6,-12.8,9,5.4,016,-1.5,-5.2,6300,-105.552160,41.271752,-36.7
974,474.3,-12.8,9,5.4,016,-1.5,-5.2,6304,-105.552178,41.271708,-36.7
975,474.0,-12.9,9,5.3,016,-1.5,-5.1,6309,-105.552196,41.271665,-36.7
976,473.7,-12.9,9,5.3,017,-1.5,-5.1,6314,-105.552214,41.271622,-36.7
977,473.5,-13.0,9,5.3,017,-1.5,-5.1,6318,-105.552232,41.271579,-36.7
978,473.2,-13.0,9,5.3,017,-1.5,-5.1,6323,-105.552250,41.271536,-36.7
979,472.9,-13.1,9,5.2,017,-1.5,-5.0,6328,-105.552268,41.271493,-36.8
980,472.6,-13.1,9,5.2,017,-1.5,-5.0,6332,-105.552286,41.271449,-36.8
981,472.3,-13.1,9,5.2,017,-1.5,-5.0,6337,-105.552304,41.271406,-36.8
982,472.0,-13.2,9,5.2,017,-1.5,-5.0,6342,-105.552322,41.271363,-36.8
983,471.7,-13.2,9,5.1,017,-1.5,-4.9,6346,-105.552340,41.271320,-36.8
984,471.4,-13.3,9,5.1,017,-1.5,-4.9,6351,-105.552358,41.271277,-36.8
985,471.1,-13.3,9,5.1,017,-1.5,-4.9,6356,-105.552376,41.271233,-36.9
986,470.9,-13.3,9,5.1,017,-1.5,-4.9,6360,-105.552394,41.271190,-36.9
987,470.6,-13.4,9,5.0,017,-1.5,-4.8,6365,-105.552412,41.271147,-36.9
988,470.3,-13.4,9,5.0,017,-1.5,-4.8,6370,-105.552430,41.271104,-36.9
989,470.0,-13.5,10,5.0,017,-1.5,-4.8,6374,-105.552448,41.271061,-36.9
990,469.7,-13.5,10,5.0,018,-1.5,-4.8,6379,-105.552466,41.271018,-36.9
991,469.4,-13.5,10,4.9,017,-1.5,-4.7,6384,-105.552484,41.270975,-37.0
992,469.1,-13.6,10,4.9,017,-1.4,-4.7,6388,-105.552493,41.270939,-37.0
993,468.9,-13.6,10,4.8,017,-1.4,-4.6,6393,-105.552503,41.270904,-37.0
994,468.6,-13.6,10,4.8,017,-1.4,-4.6,6398,-105.552512,41.270868,-37.0
995,468.3,-13.7,10,4.8,017,-1.4,-4.6,6402,-105.552521,41.270833,-37.0
996,468.0,-13.7,10,4.7,016,-1.3,-4.5,6407,-105.552531,41.270797,-37.0
997,467.7,-13.7,10,4.7,016,-1.3,-4.5,6411,-105.552540,41.270761,-37.1
998,467.5,-13.8,10,4.6,016,-1.3,-4.4,6415,-105.552550,41.270726,-37.1
999,467.2,-13.8,10,4.6,016,-1.2,-4.4,6419,-105.552559,41.270690,-37.1
1000,467.0,-13.8,10,4.5,015,-1.2,-4.3,6423,-105.552569,41.270655,-37.2
1001,466.8,-13.8,9,4.5,015,-1.2,-4.3,6427,-105.552578,41.270619,-37.2
1002,466.5,-13.8,9,4.5,015,-1.2,-4.3,6431,-105.552587,41.270584,-37.3
1003,466.3,-13.9,9,4.4,015,-1.1,-4.3,6435,-105.552597,41.270548,-37.3
1004,466.0,-13.9,9,4.4,015,-1.1,-4.3,6439,-105.552606,41.270512,-37.4
1005,465.8,-13.9,9,4.3,014,-1.1,-4.2,6443,-105.552616,41.270477,-37.4
1006,465.5,-13.9,9,4.3,014,-1.0,-4.2,6448,-105.552625,41.270441,-37.5
1007,465.3,-13.9,9,4.3,014,-1.0,-4.2,6452,-105.552635,41.270406,-37.5
1008,465.0,-13.9,9,4.2,013,-1.0,-4.1,6456,-105.552644,41.270370,-37.6
1009,464.8,-14.0,9,4.2,013,-1.0,-4.1,6460,-105.552653,41.270334,-37.6
1010,464.5,-14.0,9,4.1,013,-0.9,-4.0,6464,-105.552663,41.270299,-37.7
1011,464.3,-14.0,9,4.1,013,-0.9,-4.0,6468,-105.552672,41.270263,-37.7
1012,464.0,-14.0,9,4.1,012,-0.9,-4.0,6472,-105.552682,41.270228,-37.8
1013,463.8,-14.0,9,4.1,012,-0.9,-4.0,6476,-105.552691,41.270192,-37.9
1014,463.5,-14.0,9,4.0,012,-0.8,-3.9,6480,-105.552701,41.270157,-38.0
1015,463.3,-14.0,9,4.0,012,-0.8,-3.9,6484,-105.552710,41.270121,-38.1
1016,463.0,-14.1,9,4.0,012,-0.8,-3.9,6488,-105.552719,41.270085,-38.2
1017,462.8,-14.1,9,4.0,011,-0.8,-3.9,6492,-105.552729,41.270050,-38.3
1018,462.5,-14.1,9,4.0,011,-0.8,-3.9,6496,-105.552738,41.270014,-38.3
1019,462.3,-14.1,9,4.0,011,-0.8,-3.9,6500,-105.552748,41.269979,-38.4
1020,462.0,-14.1,8,3.9,011,-0.7,-3.8,6504,-105.552757,41.269943,-38.5
1021,461.8,-14.1,8,3.9,010,-0.7,-3.8,6508,-105.552766,41.269907,-38.6
1022,461.5,-14.1,8,3.9,010,-0.7,-3.8,6512,-105.552772,41.269878,-38.7
1023,461.3,-14.1,8,3.9,010,-0.7,-3.8,6517,-105.552775,41.269851,-38.8
1024,461.1,-14.1,8,3.9,010,-0.7,-3.8,6521,-105.552779,41.269823,-38.9
1025,460.8,-14.2,8,3.8,009,-0.6,-3.7,6525,-105.552782,41.269796,-39.0
1026,460.6,-14.2,8,3.8,009,-0.6,-3.8,6529,-105.552786,41.269769,-39.1
1027,460.3,-14.2,8,3.8,009,-0.6,-3.8,6533,-105.552790,41.269741,-39.2
1028,460.1,-14.2,8,3.8,009,-0.6,-3.8,6537,-105.552793,41.269714,-39.3
1029,459.8,-14.2,8,3.8,008,-0.5,-3.8,6541,-105.552797,41.269687,-39.4
1030,459.6,-14.2,8,3.7,008,-0.5,-3.7,6545,-105.552800,41.269660,-39.5
1031,459.3,-14.2,8,3.7,008,-0.5,-3.7,6550,-105.552804,41.269632,-39.6
1032,459.0,-14.2,8,3.7,008,-0.5,-3.7,6554,-105.552807,41.269605,-39.7
1033,458.8,-14.2,7,3.6,008,-0.5,-3.6,6558,-105.552811,41.269578,-39.8
1034,458.5,-14.2,7,3.6,008,-0.5,-3.6,6562,-105.552815,41.269551,-39.9
1035,458.3,-14.3,7,3.5,007,-0.4,-3.5,6566,-105.552818,41.269523,-40.0
1036,458.0,-14.3,7,3.5,007,-0.4,-3.5,6570,-105.552822,41.269496,-40.1
1037,457.8,-14.3,7,3.4,007,-0.4,-3.4,6575,-105.552825,41.269469,-40.2
1038,457.5,-14.3,7,3.4,007,-0.4,-3.4,6579,-105.552829,41.269441,-40.3
1039,457.3,-14.3,7,3.3,007,-0.4,-3.3,6583,-105.552832,41.269414,-40.4
1040,457.0,-14.3,7,3.3,007,-0.4,-3.3,6587,-105.552836,41.269387,-40.5
1041,456.8,-14.3,7,3.2,006,-0.4,-3.2,6591,-105.552840,41.269360,-40.6
1042,456.5,-14.3,7,3.2,006,-0.3,-3.2,6595,-105.552843,41.269332,-40.7
1043,456.3,-14.3,7,3.1,006,-0.3,-3.1,6600,-105.552847,41.269305,-40.8
1044,456.0,-14.3,7,3.1,006,-0.3,-3.1,6604,-105.552850,41.269278,-40.8
1045,455.8,-14.3,7,3.0,006,-0.3,-3.0,6608,-105.552854,41.269250,-40.9
1046,455.5,-14.3,7,3.0,005,-0.3,-3.0,6612,-105.552858,41.269223,-41.0
1047,455.3,-14.4,6,2.9,005,-0.3,-2.9,6616,-105.552861,41.269196,-41.1
1048,455.0,-14.4,6,2.9,005,-0.3,-2.9,6620,-105.552865,41.269169,-41.2
1049,454.8,-14.4,6,2.8,005,-0.2,-2.8,6625,-105.552868,41.269141,-41.3
1050,454.5,-14.4,6,2.8,005,-0.2,-2.8,6629,-105.552872,41.269114,-41.4
1051,454.3,-14.4,6,2.8,004,-0.2,-2.8,6633,-105.552875,41.269087,-41.5
1052,454.0,-14.4,6,2.8,004,-0.2,-2.8,6637,-105.552878,41.269060,-41.6
1053,453.8,-14.4,6,2.8,004,-0.2,-2.8,6641,-105.552876,41.269035,-41.6
1054,453.5,-14.5,6,2.8,004,-0.2,-2.8,6646,-105.552875,41.269010,-41.7
1055,453.3,-14.5,6,2.8,004,-0.2,-2.8,6650,-105.552873,41.268985,-41.8
1056,453.0,-14.5,6,2.8,003,-0.2,-2.8,6654,-105.552872,41.268960,-41.8
1057,452.8,-14.5,6,2.8,003,-0.1,-2.8,6658,-105.552870,41.268935,-41.9
1058,452.5,-14.5,6,2.8,003,-0.1,-2.8,6662,-105.552868,41.268910,-41.9
1059,452.3,-14.6,6,2.8,003,-0.1,-2.8,6666,-105.552867,41.268885,-42.0
1060,452.0,-14.6,6,2.7,002,-0.1,-2.7,6670,-105.552865,41.268860,-42.0
1061,451.8,-14.6,6,2.7,002,-0.1,-2.7,6675,-105.552864,41.268834,-42.1
1062,451.6,-14.6,6,2.7,002,-0.1,-2.7,6679,-105.552862,41.268809,-42.2
1063,451.3,-14.6,6,2.7,002,-0.1,-2.7,6683,-105.552861,41.268784,-42.2
1064,451.1,-14.7,6,2.7,001,-0.1,-2.7,6687,-105.552859,41.268759,-42.3
1065,450.8,-14.7,6,2.7,001,-0.1,-2.7,6691,-105.552857,41.268734,-42.4
1066,450.6,-14.7,6,2.7,001,0.0,-2.7,6695,-105.552856,41.268709,-42.4
1067,450.3,-14.8,6,2.7,001,0.0,-2.7,6699,-105.552854,41.268684,-42.5
1068,450.1,-14.8,6,2.7,360,0.0,-2.7,6703,-105.552853,41.268659,-42.5
1069,449.8,-14.8,6,2.7,360,0.0,-2.7,6708,-105.552851,41.268634,-42.5
1070,449.6,-14.9,6,2.7,360,0.0,-2.7,6712,-105.552850,41.268609,-42.6
1071,449.3,-14.9,6,2.7,360,0.0,-2.7,6716,-105.552848,41.268584,-42.6
1072,449.1,-14.9,6,2.7,359,0.0,-2.7,6720,-105.552847,41.268559,-42.6
1073,448.9,-15.0,6,2.8,359,0.1,-2.8,6724,-105.552845,41.268534,-42.7
1074,448.6,-15.0,6,2.8,358,0.1,-2.8,6728,-105.552843,41.268509,-42.7
1075,448.4,-15.0,6,2.8,358,0.1,-2.8,6732,-105.552842,41.268484,-42.7
1076,448.1,-15.1,6,2.8,358,0.1,-2.8,6737,-105.552840,41.268459,-42.8
1077,447.9,-15.1,6,2.8,357,0.1,-2.8,6741,-105.552839,41.268433,-42.8
1078,447.6,-15.1,6,2.8,357,0.2,-2.8,6745,-105.552837,41.268408,-42.8
1079,447.4,-15.1,6,2.8,356,0.2,-2.8,6749,-105.552836,41.268383,-42.8
1080,447.1,-15.2,6,2.9,356,0.2,-2.9,6753,-105.552834,41.268358,-42.9
1081,446.9,-15.2,6,2.9,356,0.2,-2.9,6757,-105.552832,41.268333,-42.9
1082,446.7,-15.2,6,2.9,355,0.2,-2.9,6761,-105.552831,41.268308,-42.9
1083,446.4,-15.2,6,2.9,355,0.3,-2.9,6765,-105.552823,41.268276,-43.0
1084,446.2,-15.3,6,2.9,355,0.3,-2.9,6770,-105.552814,41.268242,-43.0
1085,445.9,-15.3,6,2.9,354,0.3,-2.9,6774,-105.552806,41.268209,-43.0
1086,445.7,-15.3,6,3.0,354,0.3,-3.0,6778,-105.552797,41.268175,-43.1
1087,445.5,-15.3,6,3.0,353,0.3,-3.0,6782,-105.552788,41.268141,-43.1
1088,445.2,-15.4,6,3.0,353,0.4,-3.0,6786,-105.552779,41.268107,-43.2
1089,445.0,-15.4,6,3.0,353,0.4,-3.0,6790,-105.552770,41.268074,-43.2
1090,444.7,-15.4,6,3.0,352,0.4,-3.0,6794,-105.552761,41.268040,-43.2
1091,444.5,-15.4,6,3.1,352,0.4,-3.1,6798,-105.552752,41.268006,-43.3
1092,444.3,-15.5,6,3.1,352,0.4,-3.1,6802,-105.552743,41.267972,-43.3
1093,444.0,-15.5,6,3.2,352,0.5,-3.2,6806,-105.552734,41.267939,-43.3
1094,443.8,-15.5,6,3.2,351,0.5,-3.2,6810,-105.552725,41.267905,-43.3
1095,443.6,-15.5,6,3.3,351,0.5,-3.3,6814,-105.552716,41.267871,-43.4
1096,443.4,-15.6,6,3.3,351,0.5,-3.3,6817,-105.552707,41.267837,-43.4
1097,443.1,-15.6,6,3.4,351,0.6,-3.4,6821,-105.552699,41.267803,-43.4
1098,442.9,-15.6,6,3.4,350,0.6,-3.4,6825,-105.552690,41.267770,-43.4
1099,442.7,-15.6,6,3.5,350,0.6,-3.4,6829,-105.552681,41.267736,-43.5
1100,442.4,-15.7,6,3.5,350,0.6,-3.4,6833,-105.552672,41.267702,-43.5
1101,442.2,-15.7,6,3.5,350,0.6,-3.4,6837,-105.552663,41.267668,-43.5
1102,442.0,-15.7,6,3.6,349,0.7,-3.5,6841,-105.552654,41.267635,-43.5
1103,441.7,-15.8,6,3.6,349,0.7,-3.5,6845,-105.552645,41.267601,-43.6
1104,441.5,-15.8,6,3.7,349,0.7,-3.6,6849,-105.552636,41.267567,-43.6
1105,441.3,-15.8,6,3.7,349,0.7,-3.6,6853,-105.552627,41.267533,-43.6
1106,441.1,-15.9,6,3.8,349,0.7,-3.7,6857,-105.552618,41.267500,-43.6
1107,440.8,-15.9,6,3.8,348,0.8,-3.7,6861,-105.552609,41.267466,-43.6
1108,440.6,-15.9,6,3.9,348,0.8,-3.8,6865,-105.552600,41.267432,-43.7
1109,440.4,-15.9,6,3.9,348,0.8,-3.8,6869,-105.552592,41.267398,-43.7
